datetime,Load
2014-09-24,278225.0
2014-09-25,276828.0
2014-09-26,276828.0
2014-09-27,270065.5
2014-09-28,286904.0
2014-09-29,290983.5
2014-09-30,293060.5
2014-10-01,295533.5
2014-10-02,296227.5
2014-10-03,278943.5
2014-10-04,281631.0
2014-10-05,250902.5
2014-10-06,238204.0
2014-10-07,230947.5
2014-10-08,247085.0
2014-10-09,257819.0
2014-10-10,254814.0
2014-10-11,253715.5
2014-10-12,253715.5
2014-10-13,270522.0
2014-10-14,277307.5
2014-10-15,280404.5
2014-10-16,286703.5
2014-10-17,258638.0
2014-10-18,256516.0
2014-10-19,258617.5
2014-10-20,259450.0
2014-10-21,263840.0
2014-10-22,269747.0
2014-10-23,270510.5
2014-10-24,247250.0
2014-10-25,257137.5
2014-10-26,262782.0
2014-10-27,247041.0
2014-10-28,237705.0
2014-10-29,236480.5
2014-10-30,239559.0
2014-10-31,363302.6
2014-11-01,363302.6
2014-11-02,363302.6
2014-11-03,363302.6
2014-11-04,238182.0
2014-11-05,238182.0
2014-11-06,251916.0
2014-11-07,237365.5
2014-11-08,254971.5
2014-11-09,268571.5
2014-11-10,258199.5
2014-11-11,249451.5
2014-11-12,242358.5
2014-11-13,240792.0
2014-11-14,210468.0
2014-11-15,210468.0
2014-11-16,219343.0
2014-11-17,221160.0
2014-11-18,221007.0
2014-11-19,221007.0
2014-11-20,221463.5
2014-11-21,198088.0
2014-11-22,207003.0
2014-11-23,212294.0
2014-11-24,211286.5
2014-11-25,211451.5
2014-11-26,211451.5
2014-11-27,213327.5
2014-11-28,190839.5
2014-11-29,201122.5
2014-11-30,209929.0
2014-12-01,210458.0
2014-12-02,212065.0
2014-12-03,212602.0
2014-12-04,214477.5
2014-12-05,214477.5
2014-12-06,205199.5
2014-12-07,211496.0
2014-12-08,209441.0
2014-12-09,207366.0
2014-12-10,209379.0
2014-12-11,210408.0
2014-12-12,190335.0
2014-12-13,201114.0
2014-12-14,210080.0
2014-12-15,209662.0
2014-12-16,189053.0
2014-12-17,202677.5
2014-12-18,207042.5
2014-12-19,189655.5
2014-12-20,200490.5
2014-12-21,208333.5
2014-12-22,209457.5
2014-12-23,210515.5
2014-12-24,210555.0
2014-12-25,209598.0
2014-12-26,209598.0
2014-12-27,192088.0
2014-12-28,202754.0
2014-12-29,205635.5
2014-12-30,211579.5
2014-12-31,211960.0
2015-01-01,211571.5
2015-01-02,194522.0
2015-01-03,208246.5
2015-01-04,207268.5
2015-01-05,207268.5
2015-01-06,210044.5
2015-01-07,212965.0
2015-01-08,211468.5
2015-01-09,211468.5
2015-01-10,206069.0
2015-01-11,208971.0
2015-01-12,214796.0
2015-01-13,216794.5
2015-01-14,219214.0
2015-01-15,221401.5
2015-01-16,205528.0
2015-01-17,210521.5
2015-01-18,220122.0
2015-01-19,223635.0
2015-01-20,224644.5
2015-01-21,225159.5
2015-01-22,229957.5
2015-01-23,210678.5
2015-01-24,222672.0
2015-01-25,230922.0
2015-01-26,232286.5
2015-01-27,233976.0
2015-01-28,235748.5
2015-01-29,232543.0
2015-01-30,214510.0
2015-01-31,224228.5
2015-02-01,228400.0
2015-02-02,232532.0
2015-02-03,231629.0
2015-02-04,234140.0
2015-02-05,235300.0
2015-02-06,216060.0
2015-02-07,226885.5
2015-02-08,232220.0
2015-02-09,233580.5
2015-02-10,235655.5
2015-02-11,236088.0
2015-02-12,236064.5
2015-02-13,217471.5
2015-02-14,231924.0
2015-02-15,230930.0
2015-02-16,231506.0
2015-02-17,240992.5
2015-02-18,234824.5
2015-02-19,198907.0
2015-02-20,214692.5
2015-02-21,213376.5
2015-02-22,233982.0
2015-02-23,247251.0
2015-02-24,254391.0
2015-02-25,263489.0
2015-02-26,269603.0
2015-02-27,237257.5
